"Experiment Accession","Experiment Title","Organism Name","Instrument","Submitter","Study Accession","Study Title","Sample Accession","Sample Title","Total Size, Mb","Total RUNs","Total Spots","Total Bases","Library Name","Library Strategy","Library Source","Library Selection"
"SRX3096104","CSM79HJW stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2433087","","1059.53","1","16779787","3116772878","CSM79HJW_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3096103","CSM79HI3 stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2433084","","1017.2","1","15910554","2966619921","CSM79HI3_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3096102","MSM6J2HL stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2433082","","532.37","1","8328916","1567742349","MSM6J2HL_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3096101","HSM5MD73 stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2433085","","725.79","1","11153263","2075158285","HSM5MD73_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3096100","MSM6J2IY stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2433083","","1728.52","1","27148505","5078049074","MSM6J2IY_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3096099","HSM5MD7Q stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2433081","","406.81","1","6243873","1147225712","HSM5MD7Q_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3096098","CSM5MCXP stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2433080","","834.69","1","13287987","2434919894","CSM5MCXP_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3096097","MSM6J2JB stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2433078","","390.94","1","6159496","1151358455","MSM6J2JB_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3096096","HSM6XRVM stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2433077","","347.91","1","5494408","989618321","HSM6XRVM_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3096095","HSM67VEK stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2433079","","842.19","1","12998701","2396574100","HSM67VEK_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3096094","HSM67VHW stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2433076","","865.16","1","13303802","2468336650","HSM67VHW_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3096093","HSM67VFR stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2433075","","750.51","1","11703584","2160905258","HSM67VFR_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3096092","HSM6XRQ8 stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2433072","","977.21","1","15117923","2800465629","HSM6XRQ8_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3096091","MSM6J2PS stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2433073","","805.19","1","12806926","2352166909","MSM6J2PS_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3096090","HSM67VHD stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2433074","","548.63","1","8723490","1552969707","HSM67VHD_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3096089","MSM6J2PM stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2433070","","1076.77","1","16724286","3112596709","MSM6J2PM_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3096088","CSM67UF5 stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2433071","","305.38","1","5286039","902926221","CSM67UF5_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3096087","MSM6J2RS stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2433069","","1068.49","1","16682143","3143338318","MSM6J2RS_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3096086","HSM5MD4N stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2433068","","928.31","1","14423958","2684741065","HSM5MD4N_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3096085","MSM6J2KM stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2433066","","693.08","1","10863707","2016572500","MSM6J2KM_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3096084","MSM6J2OH stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2433064","","187.19","1","2856587","540192493","MSM6J2OH_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3096083","CSM5MCZ3 stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2433067","","740.16","1","11737943","2163230953","CSM5MCZ3_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3096082","CSM67UAK stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2433065","","563.44","1","8942132","1635995248","CSM67UAK_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3096081","MSM6J2IO stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2433062","","808.82","1","12765392","2353684904","MSM6J2IO_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3096080","CSM5MCXR stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2433060","","587.76","1","9809611","1735977455","CSM5MCXR_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3096079","MSM6J2J1 stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2433063","","838.71","1","12939748","2452049682","MSM6J2J1_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3096078","ESM5MEDF stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2433058","","606.55","1","9836935","1781207153","ESM5MEDF_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3096077","HSM6XRR7 stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2433059","","452.22","1","7135459","1293148723","HSM6XRR7_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3096076","HSM5MD7S stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2433061","","529.71","1","8232810","1504652450","HSM5MD7S_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3096075","MSM6J2K6 stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2433057","","1103.02","1","17642464","3299525720","MSM6J2K6_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3096074","HSM5MD6A stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2433055","","501.82","1","7765802","1431293655","HSM5MD6A_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3096073","HSM5MD3Y stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2433056","","198.17","1","3072946","567157588","HSM5MD3Y_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3096072","HSM5MD7O stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2433054","","18.62","1","285604","51684748","HSM5MD7O_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3096071","CSM5MCZB stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2433051","","885.92","1","13903356","2587604149","CSM5MCZB_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3096070","CSM5MCX3 stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2433053","","834.27","1","13416005","2452975529","CSM5MCX3_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3096069","MSM6J2HJ stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2433052","","271.26","1","4167631","789199156","MSM6J2HJ_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3096068","MSM6J2IK stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2433050","","813.87","1","12927064","2386011189","MSM6J2IK_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3096067","CSM5MCZD stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2433049","","840.97","1","13361372","2454707660","CSM5MCZD_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3096066","ESM5MEB7 stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2433047","","859.72","1","13633218","2512703045","ESM5MEB7_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3096065","HSM7J4MK stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2433045","","689.87","1","10785495","1949732659","HSM7J4MK_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3096064","HSM7J4IP stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2433048","","706.15","1","11035157","2023685155","HSM7J4IP_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3096063","HSM7J4L5 stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2433046","","846.7","1","12979660","2397511810","HSM7J4L5_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3096062","MSM79H7E stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2433044","","894.72","1","13123528","2436023024","MSM79H7E_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3096061","PSM7J17Z stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2433042","","754.34","1","11785571","2207808982","PSM7J17Z_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3096060","PSM7J18G stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2433043","","885.66","1","14042611","2577337332","PSM7J18G_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3096059","MSM79HDI stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2433039","","614.66","1","9090397","1657602227","MSM79HDI_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3096058","HSM7J4JH stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2433041","","343.86","1","5429621","989170044","HSM7J4JH_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3096057","HSM7J4HU stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2433040","","152.87","1","2377807","430785201","HSM7J4HU_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3096056","PSM7J1CI stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2433038","","993.9","1","15447979","2854327479","PSM7J1CI_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3096055","PSM6XBSE stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2433037","","209.56","1","3222005","604232273","PSM6XBSE_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3096054","HSM67VGA stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2433034","","394.95","1","6257802","1124032723","HSM67VGA_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3096053","CSM79HGF stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2433035","","205.84","1","3266358","594169251","CSM79HGF_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3096052","PSM6XBRK stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2433036","","677.62","1","10640452","1971401123","PSM6XBRK_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3096051","CSM67UEW stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2433032","","277.13","1","4406238","802605971","CSM67UEW_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3096050","MSM6J2M3 stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2433033","","938.19","1","14739287","2766780934","MSM6J2M3_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3096049","PSM6XBS4 stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2433030","","911.17","1","14288859","2664180508","PSM6XBS4_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3096048","HSM67VFX stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2433031","","649.41","1","9856171","1763992365","HSM67VFX_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3096047","HSM5MD43 stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2433029","","790.23","1","12500339","2281419680","HSM5MD43_MGX","WGS","METAGENOMIC","RANDOM"
